book_id,goodreads_book_id,title,authors,genres
5980,26085,Identity Crisis,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon","comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-dc,comics-graphic-novel,comics-graphic-novels,comics-manga,comics-read,comics-to-read,crime,dc-comics,detectives,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,graphic-novels-to-read,mystery,owned-comics,read-comics,read-graphic-novels,sci-fi,sci-fi-fantasy,science-fiction,superhero-comics,suspense,thriller,to-read-comics,to-read-graphic-novels,young-adult"
5981,10866624,"Unspoken (The Lynburn Legacy, #1)",Sarah Rees Brennan,"contemporary,fantasy,fantasy-paranormal,fantasy-sci-fi,fiction,gothic,horror,magic,mystery,mystery-thriller,paranormal-romance,romance,sci-fi-fantasy,suspense,teen,teen-fiction,to-read-ya,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,ya-to-read,young-adult,young-adult-fiction"
5982,112520,"Rama II (Rama, #2)","Arthur C. Clarke, Gentry Lee","aliens,classic-sci-fi,classics,fantasy,fantasy-and-sci-fi,fantasy-sci-fi,fantasy-scifi,fiction,fiction-sci-fi,hard-sci-fi,read-fiction,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,space-travel,speculative-fiction"
5983,28859,The Gospel According to Jesus Christ,José Saramago,"classics,contemporary,contemporary-fiction,european-literature,fantasy,fiction,historical,historical-fiction,history,literary-fiction,literature,magical-realism,philosophy,romance,to-read-fiction"
5984,13477819,"Who Could That Be at This Hour? (All the Wrong Questions, #1)","Lemony Snicket, Seth","children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,crime,detective,fantasy,fiction,j-fiction,juvenile-fiction,kids-fiction,middle-grade,middle-grades,mystery,mystery-thriller,noir,suspense,ya,young-adult"
5985,11765920,"The Calling (Darkness Rising, #2)",Kelley Armstrong,"contemporary,fantasy,fantasy-paranormal,fiction,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,romance,sci-fi,science-fiction,suspense,teen,teen-fiction,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-fantasy,young-adult-fiction,young-adult-paranormal"
5986,10450750,Avatar: The Last Airbender: The Lost Adventures,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney","children,children-s,childrens,comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,comics-read,comics-to-read,fantasy,fiction,genre-fantasy,graphic-novel,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-and-manga,graphic-novels-comics,magic,manga,manga-and-graphic-novels,manga-comics,manga-graphic-novels,manga-read,middle-grade,to-read-comics,to-read-fantasy,ya,young-adult"
5987,18819296,Hidden,Catherine McKenzie,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,mystery,realistic-fiction,romance,to-read-fiction,women-s-fiction,womens-fiction"
5988,7911,Five Little Peppers and How They Grew,Margaret Sidney,"childhood-classics,children,children-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-chapter-books,childrens-classics,childrens-fiction,childrens-lit,childrens-literature,classic-literature,classics,fiction,for-children,historical,historical-fiction,junior-fiction,juvenile-fiction,literature,middle-grade,ya,ya-fiction,young-adult"
5989,3697927,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",Jessica Day George,"children,childrens,clean-romance,fairy-tales,fantasy,fantasy-sci-fi,fiction,historical,historical-fantasy,historical-fiction,historical-romance,magic,middle-grade,mystery,romance,royalty,sci-fi-fantasy,teen,teen-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-romance,ya-to-read,young-adult,young-adult-books,young-adult-fantasy,young-adult-fiction"
5990,8239301,الطنطورية,"Radwa Ashour, رضوى عاشور","arabic-fiction,arabic-literature,fiction,historical-fiction,historical-novels,history,literature,politics,war"
5991,334818,Miss Rumphius,Barbara Cooney,"award-winner,award-winners,books-for-children,children,children-books,children-picture-books,children-read,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-book,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,favorite-children-s-books,fiction,for-children,historical,historical-fiction,history,national-book-award,realistic-fiction,young-adult"
5992,762563,Ball Four,Jim Bouton,"auto-biography,autobiography,bio-memoir,biography,biography-autobiography,biography-memoir,classics,history,memoir,memoir-autobiography,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,to-read-non-fiction,to-read-nonfiction"
5993,21329,"Fables, Vol. 3: Storybook Love","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","adult-fiction,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-i-own,comics-manga,comics-read,dc-comics,fairy-tales,fantasy,fantasy-sci-fi,fiction,folklore,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-and-manga,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,magic,manga-comics,manga-graphic-novels,modern-fantasy,mystery,mythology,read-comics,romance,sci-fi-fantasy,scifi-fantasy,vertigo-comics"
5994,56899,Aura,Carlos Fuentes,"adult-fiction,classics,fantasy,fiction,gothic,horror,latin-american-literature,literary-fiction,literature,magic-realism,magical-realism,mystery,romance,spanish-literature"
5995,31312,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,"non-fiction,non-fiction-to-read,nonfiction,psychology,psychology-books,psychology-self-help,to-read-non-fiction,to-read-nonfiction"
5996,900892,A Random Walk Down Wall Street,Burton G. Malkiel,"business-economics,economics,economics-business,economics-finance,general-nonfiction,history,non-fiction,non-fiction-to-read,nonfiction,read-non-fiction,to-read-non-fiction,to-read-nonfiction"
5997,7129588,Forget You,Jennifer Echols,"contemporary,contemporary-romance,contemporary-ya,fiction,mystery,realistic-fiction,romance,teen,teen-fiction,teen-romance,ya,ya-books,ya-contemporary,ya-fiction,ya-romance,young-adult,young-adult-fiction,young-adult-romance"
5998,16152943,"Wanted (Wanted, #1)",Kelly Elliott,"adult-romance,college-romance,contemporary,contemporary-romance,fiction,new-adult-romance,realistic-fiction,romance,ya,ya-romance,young-adult"
5999,21796,Marathon Man,William Goldman,"adult-fiction,american-fiction,classics,contemporary,contemporary-fiction,crime,crime-thriller,fiction,general-fiction,historical-fiction,literary-fiction,literature,mystery,mystery-crime,mystery-suspense,mystery-thriller,spy-thriller,suspense,suspense-thriller,thriller,thriller-suspense,thrillers,to-read-fiction"
6000,3870943,The Apothecary's Daughter,Julie Klassen,"adult-fiction,christian-fiction,christian-romance,christianfiction,clean-romance,fiction,fiction-historical,historic-fiction,historical,historical-fiction,historical-romance,history,mystery,regency-romance,religious-fiction,romance,romance-historical,romance-regency,to-read-fiction,ya,young-adult"
6001,16047244,"Rock the Heart (Black Falcon, #1)",Michelle A. Valentine,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary,second-chance-romance,young-adult"
6002,76659,"Bearing an Hourglass (Incarnations of Immortality, #2)",Piers Anthony,"adult-fantasy,adult-fiction,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fiction,fiction-fantasy,magic,modern-fantasy,mythology,romance,sci-fi,sci-fi---fantasy,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,young-adult"
6003,65217,The Five Chinese Brothers,"Claire Huchet Bishop, Kurt Wiese","children,children-books,children-picture-books,children-read,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-young-adult,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrens-ya,childrensbooks,classics,fairy-tales,fantasy,favorite-children-s-books,fiction,folklore,for-children,juvenile-fiction,read-children-s-books"
6004,9712492,"Providence (Providence, #1)",Jamie McGuire,"college-romance,contemporary,contemporary-romance,fantasy,fantasy-paranormal,fiction,mystery,paranormal-fantasy,paranormal-romance,romance,ya,ya-na,ya-paranormal,ya-romance,young-adult"
6005,15447,"The Source of Magic (Xanth, #2)",Piers Anthony,"adult-fiction,classic-fantasy,comic-fantasy,fantasy,fantasy-fiction,fantasy-high,fantasy-humor,fantasy-magic,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fantasy-sf,fiction,fiction-fantasy,genre-fantasy,magic,read-fantasy,romance,sci-fi,sci-fi---fantasy,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,ya,young-adult"
6006,94804,"Days with Frog and Toad (Frog and Toad, #4)",Arnold Lobel,"children,children-books,children-fiction,children-s,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,juvenile-fiction,young-adult"
6007,40470,"Cities of the Plain (The Border Trilogy, #3)",Cormac McCarthy,"american-fiction,american-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,fiction-to-read,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,southern-gothic,to-read-fiction"
6008,9305362,"Captive Prince (Captive Prince, #1)",C.S. Pacat,"adult-fiction,fantasy,fantasy-romance,fantasy-sci-fi,fiction,genre-fantasy,genre-romance,historical,historical-fiction,historical-romance,military,romance,royalty,sci-fi-fantasy,war,ya,young-adult"
6009,40159,"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,"alternate-history,children,childrens,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fiction,genre-fantasy,historical,historical-fantasy,historical-fiction,middle-grade,mystery,mythology,politics,romance,royalty,sci-fi-fantasy,scifi-fantasy,speculative-fiction,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
6010,953260,"Disney after Dark (Kingdom Keepers, #1)","Ridley Pearson, David Frankland","children,children-books,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-books,childrens-lit,contemporary,fairy-tales,fantasy,fantasy-sci-fi,fiction,juvenile-fiction,magic,magical,middle-grade,modern-fantasy,mystery,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,teen,thriller,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fiction"
6011,5548,What Do You Care What Other People Think?,Richard Feynman,"auto-biography,autobiography,autobiography-memoir,biographies-memoirs,biography,biography-autobiography,biography-memoir,fiction,history,history-biography,memoir,memoir-autobiography,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,philosophy,politics,psychology,space,to-read-non-fiction,to-read-nonfiction"
6012,7146335,Skippy Dies,Paul Murray,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,irish-literature,literary-fiction,literature,mystery,realistic-fiction,to-read-fiction,ya,young-adult"
6013,77735,"The Honor of the Queen (Honor Harrington, #2)",David Weber,"fantasy,fantasy-sci-fi,fantasy-sf,fiction,military,military-fiction,military-sci-fi,military-science-fiction,military-scifi,military-sf,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,space-travel,speculative-fiction,war"
6014,805023,"My Sweet Audrina (Audrina, #1)",V.C. Andrews,"adult-fiction,classics,contemporary,creepy,fantasy,fiction,general-fiction,gothic,gothic-fiction,gothic-horror,horror,horror-suspense,mystery,mystery-thriller,mystery-thrillers,romance,suspense,suspense-thriller,teen,thriller,ya,young-adult,young-adult-fiction"
6015,22027459,"The Atlantis World (The Origin Mystery, #3)",A.G. Riddle,"aliens,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,historical-fiction,military,mystery,mystery-thriller,read-fiction,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,space,suspense,thriller,young-adult"
6016,8635145,"Embrace (The Violet Eden Chapters, #1)",Jessica Shirvington,"contemporary,fantasy,fantasy-paranormal,fantasy-romance,fiction,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,paranormal-ya,romance,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,ya-romance,young-adult,young-adult-fantasy"
6017,192892,"Unnatural Death (Lord Peter Wimsey, #3)",Dorothy L. Sayers,"adult-fiction,british-literature,british-mystery,classic-mystery,classics,cozy-mystery,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,detective,detective-fiction,detective-mystery,detective-stories,detectives,fiction,fiction-mystery,historical,historical-fiction,historical-mystery,literature,murder-mystery,mysteries-thrillers,mystery,mystery-cozy,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thrillers,suspense"
6018,92250,"Angels in America, Part One: Millennium Approaches",Tony Kushner,"adult-fiction,award-winners,classics,contemporary,contemporary-fiction,fantasy,fiction,historical,historical-fiction,history,literary-fiction,literature,magical-realism,modern-classics,politics,read-fiction"
6019,1617875,My Best Friend's Girl,Dorothy Koomson,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,fiction,general-fiction,literature,realistic-fiction,romance,women-s-fiction,womens-fiction"
6020,330721,"Dreaming of You (The Gamblers, #2)",Lisa Kleypas,"adult-fiction,adult-romance,fiction,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,regency-romance,romance,romance-historical,romance-novels,romance-regency"
6021,8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,"auto-biography,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,biography-memoirs,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-and-biographies,memoirs-biographies,non-fiction,nonfiction,to-read-non-fiction,to-read-nonfiction"
