book_id,goodreads_book_id,genres
6072,6104943,"adult-fiction,adult-romance,chick-lit-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,genre-romance,realistic-fiction,romance,romance-contemporary,women-s-fiction,womens-fiction"
6073,32429,"adult-fiction,contemporary-fiction,crime,detective,fantasy,fantasy-scifi,fiction,fiction-horror,general-fiction,horror,horror-fiction,horror-suspense,horror-thriller,mystery,mystery-suspense,mystery-thriller,mystery-thrillers,sci-fi,science-fiction,suspense,suspense-horror,suspense-thriller,thriller,thriller-horror,thriller-mystery,thriller-suspense,thrillers"
6074,7937744,"aliens,cyberpunk,fantasy,fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,war"
6075,7785207,"adult-fiction,contemporary,fantasy,fantasy-paranormal,fantasy-romance,fiction,mystery,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,romantic-suspense,suspense,young-adult"
6076,330947,"adult-fiction,ancient-history,biography,british-literature,fantasy,fiction,fiction-historical,historic-fiction,historical,historical-fiction,historical-novel,historical-novels,history,history-fiction,literature,military,military-fiction,suspense,thriller,to-read-historical-fiction,war"
6077,20299683,"adult-fiction,comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-graphic-novels-manga,comics-manga,comics-read,comics-to-read,fantasy,fantasy-scifi,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-and-manga,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-to-read,image-comics,magic,manga-comics,manga-graphic-novels,romance,sci-fi-fantasy,scifi-fantasy,to-read-comics,to-read-graphic-novels,young-adult"
6078,81903,"adult-fiction,british-literature,british-mystery,classic-mystery,classics,cozy-mystery,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,detective-fiction,detective-mystery,detective-stories,detectives,english-literature,fiction,historical,literature,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thrillers,suspense,thriller"
6079,77161,"adult-fiction,alternate-history,contemporary,fantasy,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fiction,fiction-fantasy,general-fiction,historical,historical-fantasy,historical-fiction,history,japanese-literature,literature,magic,romance,sci-fi-fantasy,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,teen,war,ya,young-adult,young-adult-fantasy"
6080,2798094,"adult-fiction,contemporary,detective,erotic-romance,fantasy,fantasy-romance,fantasy-sci-fi,fantasy-urban,fiction,gothic,horror,magic,mystery,paranormal-fiction,paranormal-romance,romance,sci-fi-fantasy,scifi-fantasy"
6081,21420473,"adult-romance,contemporary,contemporary-romance,dark-romance,erotic-romance,erotica-romance,fiction,romance"
6082,18774020,"adult-fiction,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fiction,fiction-to-read,general-fiction,literary-fiction,literature,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,to-read-fiction,ya"
6083,116295,"classics,comic-fantasy,fantasy,fantasy-fiction,fantasy-read,fantasy-sci-fi,fantasy-scifi,fantasy-sf,fiction,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,young-adult"
6084,197512,"children,children-books,children-picture-books,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,fantasy,favorite-children-s-books,fiction,juvenile-fiction,read-children-s-books,young-children"
6085,25131600,"adult-fiction,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,space,speculative-fiction,war"
6086,263148,"fantasy,fantasy-paranormal,fiction,gothic,horror,mystery,paranormal-fantasy,paranormal-romance,paranormal-ya,romance,teen,teen-fiction,teen-romance,teens,vampire-fiction,vampire-romance,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-novels,ya-paranormal,ya-paranormal-romance,ya-romance,young-adult,young-adult-fiction,young-adult-paranormal"
6087,16349,"adult-fiction,british-literature,classic-mystery,classics,cozy-mystery,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,detective-fiction,detective-stories,detectives,fiction,genre-mystery,historical,historical-fiction,literature,murder-mystery,mystery,mystery-and-crime,mystery-crime,mystery-detective,mystery-suspense,mystery-suspense-thriller,mystery-thriller,suspense,thriller"
6088,15808287,"adult-fiction,american-history,biography,civil-war,fiction,fiction-historical,general-fiction,historic-fiction,historical,historical-fiction,historical-novel,history,non-fiction,nonfiction,politics,to-read-fiction,to-read-historical-fiction,war"
6089,545425,"biography,history,non-fiction,nonfiction"
6090,12547098,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,historic-fiction,historical,historical-fiction,history,literary-fiction,romance,to-read-fiction,to-read-historical-fiction,war,world-war-2,world-war-ii,world-war-two"
6091,21849362,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,magic,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,romantic-suspense,suspense"
6092,920143,"award-winner,children,children-books,children-s,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,classics,fairy-tales,fantasy,fiction,folklore,modern-fantasy,traditional-literature"
6093,153865,"children,children-books,children-s,children-s-book,children-s-books,children-s-chapter-books,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-lit,comics,comics-graphic-novels,fantasy,fiction,graphic-novel,graphic-novels,juvenile-fiction,middle-grade,science-fiction,ya,young-adult"
6094,12204857,"auto-biography,bio-memoir,biography,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-biography,memoirs,memoirs-biographies,non-fiction,non-fiction-to-read,nonfiction,psychology,romance,to-read-non-fiction,to-read-nonfiction"
6095,18077875,"adult-non-fiction,non-fiction,non-fiction-to-read,nonfiction,nonfiction-to-read,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
6096,16188,"adult-fiction,contemporary,english-history,fantasy,fiction,fiction-historical,fiction-to-read,general-fiction,gothic,historic-fiction,historical,historical-fic,historical-fiction,historical-novel,historical-romance,historicalfiction,history,literature,romance"
6097,6670,"children,children-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,classics,fantasy,fiction,junior-fiction,juvenile-fiction,kids-fiction,magic,magical-realism,middle-grade,punya,ya,young-adult"
6098,15717721,"adult-fiction,adult-romance,contemporary,contemporary-romance,dark-romance,erotic-romance,fiction,mystery,mystery-suspense,romance,romance-contemporary,romance-erotica,romantic-suspense,suspense,suspense-mystery,thriller"
6099,16079228,"adult-romance,contemporary-romance,dark-romance,erotic-romance,fiction,mystery,new-adult-romance,romance,sports-romance,suspense,young-adult"
6100,16053316,"adult-romance,contemporary,contemporary-romance,erotic-romance,romance"
6101,30658,"classics,history,non-fiction,nonfiction,philosophy,philosophy-religion,philosophy-theory,philosophy-to-read,religion-philosophy,to-read-non-fiction,to-read-philosophy"
6102,17491,"children,children-books,children-s,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-classics,childrens-fiction,childrens-literature,classics,fantasy,fantasy-and-sci-fi,fantasy-fiction,fiction,magic,middle-grade,mystery,young-adult"
6103,17286162,"adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,realistic-fiction,romance,romance-contemporary"
6104,16204,"adult-fiction,american-classics,american-literature,british-literature,classic-fiction,classics,classics-read,classics-to-read,english-literature,fiction,historical,historical-fiction,literary-fiction,literature,penguin-classics,romance,short-fiction,the-classics,to-read-classics"
6105,11866694,"adult-fiction,contemporary,contemporary-fiction,contemporary-lit,fiction,fiction-to-read,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,realistic-fiction,science-fiction,to-read-fiction"
6106,57605,"books-for-children,children,children-books,children-s,children-s-book,children-s-books,children-s-books-read,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-book,childrens-books,childrens-classics,childrens-lit,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,read-childrens"
6107,25279165,"adult-fiction,biography,contemporary,contemporary-fiction,fiction,fiction-historical,fiction-to-read,general-fiction,historic-fiction,historical,historical-fiction,history,literary-fiction,literature,non-fiction,nonfiction,to-read-fiction,women-s-fiction"
6108,229145,"children,children-s,childrens,comic-manga,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,contemporary,fantasy,favorite-manga,fiction,graphic-novel,graphic-novels,graphic-novels-and-manga,graphic-novels-manga,magic,manga,manga-and-comics,manga-and-graphic-novels,manga-collection,manga-comic,manga-comics,manga-graphic-novel,manga-graphic-novels,manga-i-own,manga-manhwa,manga-read,manga-romance,manga-shojo,manga-shoujo,manga-to-read,mangas,middle-grade,mystery,owned-manga,read-manga,read-mangas,romance,shojo-manga,shoujo-manga,to-read-manga,ya,young-adult"
6109,23217,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,cozy-mystery,crime,crime-mystery,detective,fiction,general-fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,realistic-fiction,romance,teen,thriller,women-s-fiction,ya,young-adult"
6110,12072362,"adult-non-fiction,non-fiction,nonfiction,to-read-nonfiction"
6111,12706435,"contemporary,contemporary-romance,fantasy,fantasy-romance,fiction,magic,paranormal-fantasy,paranormal-romance,paranormal-ya,romance,sci-fi,sci-fi-fantasy,teen,teen-romance,ya,ya-books,ya-fantasy,ya-paranormal,ya-romance,young-adult,young-adult-fantasy,young-adult-romance"
6112,232577,"auto-biography,autobiography,bio-memoir,biographies-and-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,classics,historical,history,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,natural-history,non-fiction,non-fiction-science,non-fiction-to-read,nonfiction,nonfiction-to-read,to-read-non-fiction"
6113,7663,"adult-fiction,contemporary,contemporary-fiction,crime,detective,fiction,general-fiction,literature,medical-thriller,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,non-fiction,pop-fiction,popular-fiction,read-fiction,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,to-read-fiction"
6114,16045140,"adult-fiction,contemporary,contemporary-fiction,contemporary-lit,fiction,fiction-to-read,general-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,romance,to-read-fiction"
6115,16096873,"fantasy,fiction,horror,magic,mythology,paranormal-fantasy,paranormal-romance,romance,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-paranormal"
6116,28959148,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,literary-fiction,literature,modern-fiction,non-fiction,realistic-fiction,romance"
6117,6115138,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-thriller,detective,fiction,fiction-mystery,murder-mystery,mystery,mystery-crime,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,romance,romantic-suspense,suspense,suspense-mystery,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
6118,12119529,"adult-fiction,contemporary,fantasy,fantasy-paranormal,fantasy-urban,fiction,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,science-fiction,scifi-fantasy,witches"
6119,79649,"adult-fiction,classic-literature,classics,fiction,historical,romance,russian-classics,russian-literature,the-classics,to-read-fiction"
6120,7717482,"adult-fiction,asian-literature,contemporary,contemporary-fiction,fantasy,fiction,literary-fiction,literature,magic-realism,magical-realism,mystery,romance,sci-fi,science-fiction,scifi,thriller"
6121,93723,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,realistic-fiction,romance,romances,teen,ya,young-adult"
6122,402015,"children,children-s,childrens,contemporary,fiction,realistic-fiction,romance,teen,teen-books,teen-fiction,teen-reads,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-novels,young-adult,young-adult-books,young-adult-fiction"
6123,348,"classic-sci-fi,classics,fantasy,fantasy-sci-fi,fiction,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-sci-fi,to-read-scifi,ya,young-adult"
